"faultid","subcatcode","refsubsystem","faultcode","faultnumber","faults","repairtimeh","repairtimem","remarks","nooftrademen","workdone","critical","scheduled","disable"
"993","912.0","103.0","1.0","D00001001","Fan drive assy defective (COOLING SYS) D00001001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"994","912.0","103.0","2.0","D00001002","Water pump N/W (COOLING SYS) D00001002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"995","912.0","103.0","3.0","D00001003","Blower N/W (COOLING SYS) D00001003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"996","912.0","103.0","4.0","D00001004","Air filter clogged (COOLING SYS) D00001004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"997","912.0","103.0","5.0","D00001005","Cooling hose pipe perished (COOLING SYS) D00001005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"998","912.0","103.0","6.0","D00001006","Radiator leaking (COOLING SYS) D00001006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"999","912.0","103.0","7.0","D00001007","Temp sensor unit N/W (COOLING SYS) D00001007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1000","912.0","103.0","8.0","D00001008","Radiator cap UNSV (COOLING SYS) D00001008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1001","912.0","104.0","1.0","D00002001","Self Starter N/W (ELECT SYS) D00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1002","912.0","104.0","2.0","D00002002","Alternator N/W (ELECT SYS) D00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1003","912.0","104.0","3.0","D00002003","Hrs meter N/W (ELECT SYS) D00002003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1004","912.0","104.0","4.0","D00002004","No Output (ELECT SYS) D00002004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1005","912.0","104.0","5.0","D00002005","Digital Meter Not Work ","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1006","912.0","105.0","1.0","D00003001","Starting trouble (ENG) D00003001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1007","912.0","105.0","2.0","D00003002","Engine overheating (ENG) D00003002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1008","912.0","105.0","3.0","D00003003","Tappet cover gasket leaking (ENG) D00003003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1009","912.0","105.0","4.0","D00003004","Cylinder head gasket leaking (ENG) D00003004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1010","912.0","105.0","5.0","D00003005","Intensive Preventive Maintainance  (Misc) D00003005","2.0","30.0","NaN","2.0","NaN","0","2","0"
"1011","912.0","105.0","6.0","D00003006","Engine hard cranking (ENG) D00003006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1012","912.0","105.0","7.0","D00003007","Engine mtg pad bkn (ENG) D00003007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1013","912.0","105.0","8.0","D00003008","Timing belt perished (ENG) D00003008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1014","912.0","105.0","9.0","D00003009","Engine oil change due (ENG) D00003009","0.0","30.0","incl engine oil dirty, unfit due to dillution","1.0","NaN","0","1","0"
"1015","912.0","105.0","10.0","D00003010","Oil pressure low (ENG) D00003010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1016","912.0","106.0","1.0","D00004001","Fuel leaking (FUEL SYS) D00004001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1017","912.0","106.0","2.0","D00004002","Fuel hose perished (FUEL SYS) D00004002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1018","912.0","106.0","3.0","D00004003","FIP/rotary pump N/W (FUEL SYS) D00004003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1019","912.0","106.0","4.0","D00004004","On/Off cock N/W (FUEL SYS) D00004004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1020","912.0","106.0","5.0","D00004005","Fuel pump N/W (FUEL SYS) D00004005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1021","912.0","107.0","1.0","D00005001","DIGITAL MTR NOT WORK","2.0","30.0","NaN","1.0","NaN","0","1","0"
"1022","912.0","107.0","2.0","D00005002","Supervision (MISC) D000105002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1023","912.0","107.0","3.0","D00005003","Panel board light/indicators N/W (MISC) D000105003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1024","912.0","107.0","4.0","D00005004","Ancy work  & Welding work reqd (MISC) D000105004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1025","912.0","107.0","5.0","D00005005","Insp (MISC) D000105005","0.0","30.0","Insp","1.0","Annual Tech Insp carried out on behalf of Fmn cdr as per IAF (EME) E-03 Vide AO 5/95","0","2","0"
"1026","912.0","107.0","6.0","D00005006","Misc Repair (MISC) D000105006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1027","912.0","107.0","7.0","D00005007","Other Defect (MISC) D000105007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1028","913.0","108.0","1.0","E00001001","A/D D/A LED glows in FIU (FWCS) E00001001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1029","913.0","108.0","2.0","E00001002","AFC LED glows in FIU (FWCS) E00001002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1030","913.0","108.0","3.0","E00001003","AFC Servo LED glows in FIU (FWCS) E00001003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1031","913.0","108.0","4.0","E00001004","Antenna pedestal lock bkn (FWCS) E00001004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1032","913.0","108.0","5.0","E00001005","B/E servo LED glows in FIU (FWCS) E00001005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1033","913.0","108.0","6.0","E00001006","CH 1 LED glows in FIU (FWCS) E00001006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1034","913.0","108.0","7.0","E00001007","CH 2 LED glows in FIU (FWCS) E00001007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1035","913.0","108.0","8.0","E00001008","CH 3 LED glows in FIU (FWCS) E00001008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1036","913.0","108.0","9.0","E00001009","Cooling sys LED glows in FIU (FWCS) E00001009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1037","913.0","108.0","10.0","E00001010","Data does not getting stored in DIU (FWCS) E00001010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1038","913.0","108.0","11.0","E00001011","DSOT does not initiate with DIU (FWCS) E00001011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1039","913.0","108.0","12.0","E00001012","EVLT LED glows in FIU (FWCS) E00001012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1040","913.0","108.0","13.0","E00001013","Fold in/out N/W (FWCS) E00001013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1041","913.0","108.0","14.0","E00001014","Fresh air LED glows in FIU (FWCS) E00001014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1042","913.0","108.0","15.0","E00001015","GDR 1 LED glows in FIU (FWCS) E00001015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1043","913.0","108.0","16.0","E00001016","GDR 2 LED glows in FIU (FWCS) E00001016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1044","913.0","108.0","17.0","E00001017","GDR 3 LED glows in FIU (FWCS) E00001017","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1045","913.0","108.0","18.0","E00001018","GDR not switching on (FWCS) E00001018","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1046","913.0","108.0","19.0","E00001019","Guard ring does not appearing  (FWCS) E00001019","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1047","913.0","108.0","20.0","E00001020","Gun hunting in RPC (FWCS) E00001020","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1048","913.0","108.0","21.0","E00001021","HV LED glows in FIU (FWCS) E00001021","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1049","913.0","108.0","22.0","E00001022","IFF sys does N/W (FWCS) E00001022","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1050","913.0","108.0","23.0","E00001023","Ka Tx/Rx LED glows in FIU (FWCS) E00001023","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1051","913.0","108.0","24.0","E00001024","Levelling Jack N/W electrically (FWCS) E00001024","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1052","913.0","108.0","25.0","E00001025","LO LED glowing (FWCS) E00001025","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1053","913.0","108.0","26.0","E00001026","MTI LED glowing (FWCS) E00001026","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1054","913.0","108.0","27.0","E00001027","No display in A-Scope (FWCS) E00001027","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1055","913.0","108.0","28.0","E00001028","No display in DIU (FWCS) E00001028","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1056","913.0","108.0","29.0","E00001029","No display in PPI (FWCS) E00001029","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1057","913.0","108.0","30.0","E00001030","No display in TV Monitor (FWCS) E00001030","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1058","913.0","108.0","31.0","E00001031","No false alarm in PPI (FWCS) E00001031","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1059","913.0","108.0","32.0","E00001032","No noise in Track Brg channel (FWCS) E00001032","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1060","913.0","108.0","33.0","E00001033","No noise in Track Elev channel (FWCS) E00001033","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1061","913.0","108.0","34.0","E00001034","No noise in Track Sum channel (FWCS) E00001034","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1062","913.0","108.0","35.0","E00001035","No test pulses in A-Scope (FWCS) E00001035","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1063","913.0","108.0","36.0","E00001036","No tracking of tgts (FWCS) E00001036","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1064","913.0","108.0","37.0","E00001037","Noise tracking occurs (FWCS) E00001037","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1065","913.0","108.0","38.0","E00001038","Nozzle LED glows in FIU (FWCS) E00001038","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1066","913.0","108.0","39.0","E00001039","Parity LED glows in FIU (FWCS) E00001039","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1067","913.0","108.0","40.0","E00001040","PDU LED glows in FIU (FWCS) E00001040","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1068","913.0","108.0","41.0","E00001041","PPI LED glows in FIU (FWCS) E00001041","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1069","913.0","108.0","42.0","E00001042","PS1 LED glows in FIU (FWCS) E00001042","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1070","913.0","108.0","43.0","E00001043","PS2 LED glows in FIU (FWCS) E00001043","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1071","913.0","108.0","44.0","E00001044","Rotary Converter does not sw on (FWCS) E00001044","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1072","913.0","108.0","45.0","E00001045","Search POL LED glows in FIU (FWCS) E00001045","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1073","913.0","108.0","46.0","E00001046","Search Rec LED glows in FIU (FWCS) E00001046","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1074","913.0","108.0","47.0","E00001047","Simulator video does not displayed in PPI (FWCS) E00001047","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1075","913.0","108.0","48.0","E00001048","Softw LED glows in FIU (FWCS) E00001048","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1076","913.0","108.0","49.0","E00001049","Tell back line does not displayed in PPI (FWCS) E00001049","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1077","913.0","108.0","50.0","E00001050","Track ant does not move (FWCS) E00001050","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1078","913.0","108.0","51.0","E00001051","Track Ant out of control in brg (FWCS) E00001051","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1079","913.0","108.0","52.0","E00001052","Track Ant out of control in elev (FWCS) E00001052","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1080","913.0","108.0","53.0","E00001053","Tracking gate does not move (FWCS) E00001053","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1081","913.0","108.0","54.0","E00001054","Transmit LED glowing (FWCS) E00001054","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1082","913.0","108.0","55.0","E00001055","TV track LED glowing (FWCS) E00001055","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1083","913.0","108.0","56.0","E00001056","TV window does not display in PPI (FWCS) E00001056","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1084","913.0","108.0","57.0","E00001057","TWS LED glowing (FWCS) E00001057","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1085","913.0","108.0","58.0","E00001058","VISIT video does not appear in PPI (FWCS) E00001058","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1086","913.0","108.0","59.0","E00001059","Waveguide LED glowing (FWCS) E00001059","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1087","913.0","108.0","60.0","E00001060","X Band Track/Rec LED glowing (FWCS) E00001060","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1088","913.0","109.0","1.0","E00002001","Firing safety SW N/W (GUN L-70) E00002001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1089","913.0","109.0","2.0","E00002002","Gun out of control in LPC/RPC (GUN L-70) E00002002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1090","913.0","109.0","3.0","E00002003","Hooter N/W at RPC (GUN L-70) E00002003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1091","913.0","109.0","4.0","E00002004","Hydraulic oil leaking (GUN L-70) E00002004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1092","913.0","109.0","5.0","E00002005","Indication lamp does not glow (GUN L-70) E00002005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1093","913.0","109.0","6.0","E00002006","Main motor does not switch on (GUN L-70) E00002006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1094","913.0","109.0","7.0","E00002007","No firing at LPC/RPC (GUN L-70) E00002007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1095","913.0","109.0","8.0","E00002008","Oil milky (GUN L-70) E00002008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1096","913.0","109.0","9.0","E00002009","Oil pump motor does not switch on (GUN L-70) E00002009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1097","913.0","109.0","10.0","E00002010","Sight light not glowing (GUN L-70) E00002010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1098","913.0","109.0","11.0","E00002011","Taboo gear does N/W (GUN L-70) E00002011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1099","913.0","110.0","1.0","E00003001","Ancy work (MISC) E00003001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1100","913.0","110.0","2.0","E00003002","Documentation (MISC) E00003002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1101","913.0","110.0","3.0","E00003003","Eqpt in inspection (MISC) E00003003","0.0","30.0","NaN","1.0","NaN","0","2","0"
"1102","913.0","110.0","4.0","E00003004","For modification (MISC) E00003004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1103","913.0","110.0","5.0","E00003005","Misc Repair (MISC) E00003005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1104","913.0","110.0","6.0","E00003006","Supervision (MISC) E00003006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1105","913.0","111.0","1.0","E00004001","AFC LED glowing (REPORTER) E00004001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1106","913.0","111.0","2.0","E00004002","Circular Polarisation LED glowing (REPORTER) E00004002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1107","913.0","111.0","3.0","E00004003","Hardware LED glowing (REPORTER) E00004003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1108","913.0","111.0","4.0","E00004004","HV LED glowing (REPORTER) E00004004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1109","913.0","111.0","5.0","E00004005","IFF LED glowing (REPORTER) E00004005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1110","913.0","111.0","6.0","E00004006","LO LED glowing (REPORTER) E00004006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1111","913.0","111.0","7.0","E00004007","MTI LED glowing (REPORTER) E00004007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1112","913.0","111.0","8.0","E00004008","PDU LED glowing (REPORTER) E00004008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1113","913.0","111.0","9.0","E00004009","PPI Link fail (REPORTER) E00004009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1114","913.0","111.0","10.0","E00004010","Rdr Link LED glowing (REPORTER) E00004010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1115","913.0","111.0","11.0","E00004011","Receiver LED glowing (REPORTER) E00004011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1116","913.0","111.0","12.0","E00004012","RVG LED glowing (REPORTER) E00004012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1117","913.0","111.0","13.0","E00004013","Transmit LED glowing/No Transmission (REPORTER) E00004013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1118","913.0","111.0","14.0","E00004014","TV video not displayed (REPORTER) E00004014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1119","913.0","111.0","15.0","E00004015","Waveguide LED glowing (REPORTER) E00004015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1120","913.0","112.0","1.0","E00005001","A/R time base not displayed (SCHILKA) E00005001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1121","913.0","112.0","2.0","E00005002","Anode on lamp not glowing (SCHILKA) E00005002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1122","913.0","112.0","3.0","E00005003","Antenna out of control (SCHILKA) E00005003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1123","913.0","112.0","4.0","E00005004","Blower sys not functioning (SCHILKA) E00005004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1124","913.0","112.0","5.0","E00005005","Cmptr not SW on (SCHILKA) E00005005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1125","913.0","112.0","6.0","E00005006","Firing cct not functioning (SCHILKA) E00005006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1126","913.0","112.0","7.0","E00005007","HV arcing (SCHILKA) E00005007","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1127","913.0","112.0","8.0","E00005008","Hydraulic sys N/W (SCHILKA) E00005008","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1128","913.0","112.0","9.0","E00005009","Improper time base (SCHILKA) E00005009","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1129","913.0","112.0","10.0","E00005010","Loading lamp of firing cct not glowing (SCHILKA) E00005010","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1130","913.0","112.0","11.0","E00005011","No mixer current (SCHILKA) E00005011","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1131","913.0","112.0","12.0","E00005012","No ringing pulse (SCHILKA) E00005012","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1132","913.0","112.0","13.0","E00005013","No signal (SCHILKA) E00005013","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1133","913.0","112.0","14.0","E00005014","No transmission (SCHILKA) E00005014","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1134","913.0","112.0","15.0","E00005015","PPI time base not appear (SCHILKA) E00005015","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1135","913.0","112.0","16.0","E00005016","Primary power supply out of tolerance (SCHILKA) E00005016","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1136","913.0","112.0","17.0","E00005017","Secondary power supply out of tolerance (SCHILKA) E00005017","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1137","913.0","112.0","18.0","E00005018","TM I task due (SCHILKA) E00005018","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1138","913.0","112.0","19.0","E00005019","TM II task due (SCHILKA) E00005019","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1139","913.0","112.0","20.0","E00005020","Wave guide pressure not building up (SCHILKA) E00005020","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1140","913.0","113.0","1.0","E00006001","A/R Scope time base improper (USFM) E00006001","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1141","913.0","113.0","2.0","E00006002","Blower M54 not sw on when computer sw on (USFM) E00006002","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1142","913.0","113.0","3.0","E00006003","Blower N/W (USFM) E00006003","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1143","913.0","113.0","4.0","E00006004","Fault No 14 appears (USFM) E00006004","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1144","913.0","113.0","5.0","E00006005","Fault No 18 appears (USFM) E00006005","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1145","913.0","113.0","6.0","E00006006","Fault No 2 appears (USFM) E00006006","0.0","30.0","NaN","1.0","NaN","0","1","0"
"1146","913.0","113.0","7.0","E00006007","Fault No 3 appears (USFM) E00006007","0.0","30.0","NaN","1.0","NaN","0","1","0"
